conta_id,cliente_id,agencia,numero_conta,tipo_conta,saldo,limite_credito,status_conta,data_abertura,updated_at
254,476,0821,13396126,CORRENTE,130806.42,42612.43,ATIVA,2023-04-08,2023-04-08T05:59:03
255,694,5124,57176109,PAGAMENTO,15174.91,42562.3,INATIVA,2026-03-08,2026-03-08T11:49:10
256,10,2268,89034005,PAGAMENTO,23503.12,17876.37,ATIVA,2023-09-07,2023-09-07T04:00:08
257,637,4396,98390715,CORRENTE,54324.88,17136.14,ATIVA,2020-07-14,2020-07-14T04:30:34
258,410,7480,36484820,POUPANCA,102710.12,23912.25,ATIVA,2026-02-20,2026-02-20T12:42:12
259,908,2733,15174195,CORRENTE,103665.91,2932.32,BLOQUEADA,2019-10-17,2019-10-17T21:04:16
260,164,1700,55838295,PAGAMENTO,71107.91,28447.17,ATIVA,2022-08-14,2022-08-14T14:44:21
261,626,6222,48130332,PAGAMENTO,1894.48,34223.21,ATIVA,2020-09-23,2020-09-23T15:33:47
262,997,2141,64837854,POUPANCA,14722.97,20564.21,ATIVA,2024-05-15,2024-05-15T07:23:48
263,268,5149,01658960,PAGAMENTO,129920.67,26240.9,ATIVA,2023-12-08,2023-12-08T17:55:51
264,742,9258,30062747,PAGAMENTO,130654.39,25954.98,ATIVA,2025-05-15,2025-05-15T13:38:55
265,634,1561,58095863,PAGAMENTO,108314.43,24096.48,ATIVA,2023-05-28,2023-05-28T04:21:20
266,657,6306,19952063,PAGAMENTO,133539.44,30645.7,ATIVA,2023-09-17,2023-09-17T08:23:29
267,957,2572,67856131,POUPANCA,127410.35,43470.78,ATIVA,2019-07-29,2019-07-29T07:52:26
268,504,5254,32331953,POUPANCA,145447.12,2517.54,ATIVA,2023-04-29,2023-04-29T18:05:04
269,659,6204,54126922,CORRENTE,9521.67,22209.44,ATIVA,2025-01-14,2025-01-14T11:26:17
270,91,8167,60004468,POUPANCA,15602.79,24868.67,ATIVA,2022-01-18,2022-01-18T13:17:31
271,106,6610,55343144,CORRENTE,82462.48,8.49,ATIVA,2022-07-06,2022-07-06T01:41:16
272,619,4991,68227937,PAGAMENTO,29044.82,33573.72,BLOQUEADA,2024-08-16,2024-08-16T10:37:47
273,373,0890,29919563,POUPANCA,48125.83,38370.82,ATIVA,2025-11-11,2025-11-11T21:27:29
274,734,5953,96088284,POUPANCA,14888.56,37966.0,ATIVA,2024-10-29,2024-10-29T16:15:46
275,350,5819,85048564,POUPANCA,81022.81,18694.52,ATIVA,2025-10-07,2025-10-07T04:44:41
276,919,2690,66091782,CORRENTE,122830.4,37125.54,ATIVA,2020-04-02,2020-04-02T20:49:59
277,261,3210,25171650,CORRENTE,139357.98,19644.82,ATIVA,2022-09-27,2022-09-27T15:43:18
278,801,3123,96205646,POUPANCA,13934.28,20723.52,INATIVA,2021-03-27,2021-03-27T18:44:51
279,858,9648,16538200,POUPANCA,67251.65,29465.81,ATIVA,2020-01-17,2020-01-17T18:19:08
280,987,8173,00582187,PAGAMENTO,109772.62,27661.32,ATIVA,2021-09-23,2021-09-23T08:32:14
281,600,7913,68227287,CORRENTE,103002.2,8682.51,ATIVA,2021-11-24,2021-11-24T02:02:26
282,107,6348,88251084,PAGAMENTO,89939.52,16092.19,INATIVA,2022-04-08,2022-04-08T15:28:36
283,429,9978,92947862,CORRENTE,39223.37,48179.68,ENCERRADA,2020-01-01,2020-01-01T02:33:18
284,464,2186,18546207,POUPANCA,89384.98,44321.84,ATIVA,2019-08-27,2019-08-27T10:48:35
285,864,8976,42132394,PAGAMENTO,109864.84,27679.08,ATIVA,2026-06-12,2026-06-12T08:11:49
286,215,4761,92155409,POUPANCA,137981.74,6633.59,ATIVA,2021-01-28,2021-01-28T00:20:00
287,999,2914,67631433,PAGAMENTO,103382.58,16119.07,ATIVA,2019-08-13,2019-08-13T13:12:47
288,361,9213,64474160,PAGAMENTO,84522.32,33357.86,ATIVA,2020-09-05,2020-09-05T01:53:46
289,766,8748,38376604,POUPANCA,120766.48,26136.5,ATIVA,2026-03-02,2026-03-02T14:07:18
290,149,0870,89959994,CORRENTE,27985.12,37509.25,ATIVA,2025-01-22,2025-01-22T23:11:51
291,294,4106,19653286,CORRENTE,102815.71,14757.03,ATIVA,2022-10-10,2022-10-10T11:12:05
292,34,5877,60746207,CORRENTE,91456.6,33776.3,ATIVA,2025-11-17,2025-11-17T20:20:15
293,230,9196,52195485,CORRENTE,75415.65,39841.68,ATIVA,2026-06-06,2026-06-06T06:57:04
294,710,0770,51215154,POUPANCA,61026.35,39405.58,ATIVA,2023-12-30,2023-12-30T04:18:16
295,990,9047,07221209,CORRENTE,110909.67,10154.36,ATIVA,2021-08-22,2021-08-22T11:31:01
296,882,7260,30272607,PAGAMENTO,104955.93,32381.62,ATIVA,2024-05-01,2024-05-01T13:54:46
297,560,9886,26369634,PAGAMENTO,144554.2,14708.89,ATIVA,2023-10-09,2023-10-09T05:34:55
298,700,1221,25095572,CORRENTE,109599.62,5967.69,ATIVA,2024-04-14,2024-04-14T11:04:28
299,286,9120,35465639,CORRENTE,22041.65,42300.71,ATIVA,2024-10-11,2024-10-11T13:21:08
300,478,2537,05360736,CORRENTE,139115.81,29844.02,ATIVA,2019-11-09,2019-11-09T14:09:13
301,641,4935,65840633,PAGAMENTO,81399.43,3644.04,ATIVA,2021-05-18,2021-05-18T04:49:10
302,539,3604,24678493,PAGAMENTO,7896.91,25257.02,ATIVA,2025-11-25,2025-11-25T05:25:06
303,550,6610,12340724,POUPANCA,31232.71,10667.69,ATIVA,2022-03-14,2022-03-14T10:11:48
304,370,4810,29319230,PAGAMENTO,78401.08,49831.55,ATIVA,2024-12-28,2024-12-28T07:58:38
305,665,0145,15397720,PAGAMENTO,50266.11,12017.39,ATIVA,2022-07-05,2022-07-05T22:55:48
306,941,3995,05352234,PAGAMENTO,132563.17,19068.63,ATIVA,2020-01-14,2020-01-14T01:37:31
307,117,6323,34439002,PAGAMENTO,107906.28,1235.29,ATIVA,2021-01-04,2021-01-04T18:32:16
308,789,6144,69029394,PAGAMENTO,65447.43,2192.58,INATIVA,2024-08-15,2024-08-15T03:56:40
309,198,5249,68973780,CORRENTE,142102.3,8369.74,BLOQUEADA,2022-04-03,2022-04-03T17:05:32
310,551,8737,00983895,PAGAMENTO,7484.45,33516.76,ATIVA,2023-11-05,2023-11-05T01:12:20
311,886,6951,13948821,CORRENTE,79507.52,35137.14,ENCERRADA,2022-12-19,2022-12-19T07:31:51
312,794,7131,86779970,CORRENTE,111400.85,7687.73,ATIVA,2023-06-01,2023-06-01T10:22:34
313,340,0621,11746857,CORRENTE,5775.88,39710.74,ATIVA,2026-01-15,2026-01-15T08:29:34
314,589,3730,34715142,POUPANCA,56674.97,31510.86,ATIVA,2022-12-09,2022-12-09T11:35:18
315,18,6382,90368627,CORRENTE,79062.24,32071.14,ATIVA,2019-12-20,2019-12-20T00:40:43
316,775,9595,06109169,PAGAMENTO,126858.31,17885.01,ATIVA,2021-08-02,2021-08-02T22:02:43
317,297,4938,81411890,CORRENTE,40431.41,46334.54,ATIVA,2025-01-30,2025-01-30T08:04:16
318,842,0505,63617550,CORRENTE,78853.83,6819.07,ATIVA,2026-03-11,2026-03-11T21:38:42
319,817,8942,39591340,PAGAMENTO,19471.52,33864.45,INATIVA,2019-12-20,2019-12-20T22:32:25
320,815,6114,01496556,PAGAMENTO,130901.96,7068.69,ATIVA,2021-11-17,2021-11-17T23:38:13
321,587,9776,52892751,PAGAMENTO,80997.63,4256.34,ATIVA,2019-08-21,2019-08-21T17:21:04
322,760,5634,28418852,POUPANCA,135608.27,42572.94,ATIVA,2024-09-15,2024-09-15T16:09:36
323,189,3618,82796893,POUPANCA,27134.75,9067.9,ATIVA,2026-03-17,2026-03-17T08:51:31
324,873,0892,73665550,POUPANCA,95812.86,3657.23,ATIVA,2025-09-05,2025-09-05T14:28:59
325,257,1609,26496941,PAGAMENTO,86040.84,47577.0,ATIVA,2026-04-10,2026-04-10T15:03:36
326,688,3843,13427821,POUPANCA,91976.16,45005.93,ATIVA,2021-04-25,2021-04-25T10:08:35
327,462,5380,82724081,PAGAMENTO,44115.51,29208.5,ATIVA,2021-11-20,2021-11-20T21:52:09
328,374,5183,57486446,CORRENTE,-1763.14,12308.76,ATIVA,2023-01-14,2023-01-14T04:03:20
329,758,7146,37135339,POUPANCA,17981.64,36648.64,ATIVA,2025-05-23,2025-05-23T00:33:53
330,474,7297,48149483,POUPANCA,71763.14,5441.63,ATIVA,2025-06-07,2025-06-07T08:08:32
331,84,4598,18790706,PAGAMENTO,27455.87,36677.23,ATIVA,2023-06-22,2023-06-22T02:10:19
332,745,1236,02500516,PAGAMENTO,93823.04,40632.12,ATIVA,2025-05-06,2025-05-06T04:06:50
333,788,9668,28556256,CORRENTE,81618.08,27173.47,ENCERRADA,2022-07-11,2022-07-11T10:34:50
334,484,2436,49099346,POUPANCA,31554.26,38607.24,ATIVA,2022-02-04,2022-02-04T21:21:41
335,298,2194,62371132,PAGAMENTO,75337.83,19839.26,ATIVA,2024-11-19,2024-11-19T10:36:26
336,679,3914,82414514,PAGAMENTO,22791.14,25706.83,ATIVA,2020-02-25,2020-02-25T01:32:23
337,184,9280,75942073,PAGAMENTO,130509.76,7309.95,ATIVA,2024-02-17,2024-02-17T00:57:00
338,962,5879,05425058,CORRENTE,113624.54,11587.5,ATIVA,2025-08-12,2025-08-12T05:39:02
339,240,0702,89736041,CORRENTE,76477.5,39573.02,ATIVA,2025-09-20,2025-09-20T10:31:03
340,940,7449,06232731,CORRENTE,147039.94,16203.56,ATIVA,2020-10-22,2020-10-22T12:01:32
341,534,4481,99577436,POUPANCA,85741.29,28508.01,ATIVA,2021-08-10,2021-08-10T05:33:53
342,388,5986,78876917,PAGAMENTO,134479.56,3891.87,ATIVA,2026-04-11,2026-04-11T00:39:05
343,997,3652,69306248,POUPANCA,51316.95,43385.97,ATIVA,2023-03-04,2023-03-04T11:56:41
344,494,9900,00885527,PAGAMENTO,132010.22,21994.94,ATIVA,2024-03-04,2024-03-04T07:13:51
345,527,4601,28389346,CORRENTE,26003.12,18111.15,ATIVA,2023-11-11,2023-11-11T05:34:06
346,122,3774,55648507,POUPANCA,107338.99,24075.83,ATIVA,2020-05-20,2020-05-20T08:25:28
347,216,9680,21642107,PAGAMENTO,124588.16,1122.3,ATIVA,2019-12-12,2019-12-12T00:29:40
348,588,9706,21626388,CORRENTE,93504.91,1959.54,ATIVA,2020-03-16,2020-03-16T21:50:29
349,58,2726,34663023,CORRENTE,76287.71,20272.82,BLOQUEADA,2021-08-21,2021-08-21T02:02:43
350,653,0306,96576004,PAGAMENTO,98416.12,14172.73,ATIVA,2024-03-28,2024-03-28T09:38:08
351,460,9938,63272043,POUPANCA,23511.43,41518.18,ATIVA,2025-03-22,2025-03-22T11:10:38
352,814,9547,24412078,PAGAMENTO,98096.43,13226.03,ATIVA,2020-09-08,2020-09-08T21:38:07
353,351,7430,80065353,PAGAMENTO,7998.54,18910.57,ATIVA,2023-05-13,2023-05-13T05:25:20
354,17,3316,70157129,PAGAMENTO,101866.09,41325.71,ATIVA,2021-01-12,2021-01-12T07:08:48
355,182,7797,82510103,PAGAMENTO,3453.08,39193.41,ATIVA,2020-03-04,2020-03-04T23:03:43
356,121,1527,64725283,PAGAMENTO,17375.15,30173.73,ATIVA,2019-12-23,2019-12-23T20:56:15
357,919,7070,70067591,POUPANCA,53982.56,2171.91,ATIVA,2025-12-12,2025-12-12T12:29:03
358,235,7900,51168697,POUPANCA,87329.83,37069.7,ATIVA,2022-03-26,2022-03-26T12:30:59
359,714,9440,13115342,POUPANCA,17917.17,23857.06,ATIVA,2020-06-01,2020-06-01T09:01:26
360,880,1374,38019409,PAGAMENTO,131206.86,20432.34,ATIVA,2021-08-21,2021-08-21T09:18:42
361,727,0117,77576122,PAGAMENTO,15468.86,359.7,ATIVA,2021-08-24,2021-08-24T03:08:21
362,705,5176,54874258,POUPANCA,13753.94,21303.58,ATIVA,2021-12-14,2021-12-14T18:08:30
363,268,8784,56849469,PAGAMENTO,53260.72,13778.03,ATIVA,2022-10-04,2022-10-04T07:03:25
364,774,3338,55462545,PAGAMENTO,117027.73,24123.39,ATIVA,2020-01-29,2020-01-29T00:44:54
365,569,7926,34061459,POUPANCA,85591.8,38709.72,ATIVA,2020-06-02,2020-06-02T16:26:32
366,142,1952,30839383,POUPANCA,116924.16,47462.26,ATIVA,2024-03-16,2024-03-16T01:43:26
367,521,6563,45424359,PAGAMENTO,91138.87,34228.22,ATIVA,2022-03-16,2022-03-16T23:46:21
368,399,0087,12225703,CORRENTE,69429.47,30012.27,ATIVA,2020-12-03,2020-12-03T09:43:17
369,270,3634,49772649,CORRENTE,90376.9,36224.74,BLOQUEADA,2020-10-30,2020-10-30T21:28:19
370,411,8537,38449250,PAGAMENTO,144438.3,2873.15,ATIVA,2019-08-04,2019-08-04T08:46:06
371,180,8100,58917832,CORRENTE,28260.35,32844.21,ATIVA,2020-05-27,2020-05-27T10:34:02
372,293,3191,04510971,PAGAMENTO,75358.55,34922.49,ATIVA,2021-07-25,2021-07-25T11:21:14
373,691,0591,48283486,CORRENTE,97390.42,48782.3,ATIVA,2024-02-13,2024-02-13T18:29:14
374,283,6545,47395993,PAGAMENTO,57759.33,29304.01,ATIVA,2025-02-27,2025-02-27T04:10:17
375,755,1125,12101857,PAGAMENTO,40885.3,41488.24,INATIVA,2024-03-20,2024-03-20T11:04:24
376,357,5694,37112256,CORRENTE,89970.42,9726.26,INATIVA,2021-01-01,2021-01-01T12:50:19
377,589,0077,35045257,CORRENTE,59588.03,5323.25,ATIVA,2022-08-22,2022-08-22T22:21:52
378,302,5571,15704682,PAGAMENTO,143398.18,43805.65,ATIVA,2026-05-03,2026-05-03T15:58:35
379,589,4099,93172855,POUPANCA,144823.46,28158.43,ATIVA,2021-07-28,2021-07-28T15:44:47
380,776,5566,61585594,PAGAMENTO,67759.87,29341.33,ATIVA,2021-01-16,2021-01-16T07:17:46
381,120,4225,09066980,POUPANCA,94133.42,49709.9,ATIVA,2019-11-01,2019-11-01T05:39:27
382,236,5173,55354877,POUPANCA,76266.89,486.16,ATIVA,2026-02-14,2026-02-14T12:57:17
383,255,4707,12483515,POUPANCA,100238.93,41053.73,ATIVA,2024-03-30,2024-03-30T14:46:43
384,954,2925,63962191,POUPANCA,51414.53,44715.81,ATIVA,2025-11-11,2025-11-11T02:35:28
385,970,3116,66974558,PAGAMENTO,27949.15,36771.45,ATIVA,2021-03-29,2021-03-29T07:17:32
386,212,3756,27214867,CORRENTE,125041.04,17801.37,ATIVA,2025-05-23,2025-05-23T22:43:38
387,123,1286,90705968,PAGAMENTO,72631.39,331.18,ATIVA,2025-10-14,2025-10-14T01:24:56
388,981,0693,64732148,POUPANCA,92151.79,24617.02,ENCERRADA,2020-03-20,2020-03-20T21:18:50
389,919,9413,36874044,POUPANCA,25387.96,38213.12,ATIVA,2025-12-18,2025-12-18T11:31:37
390,408,3639,77398692,CORRENTE,5757.6,39963.5,ATIVA,2025-04-13,2025-04-13T11:39:59
391,554,0534,67441082,POUPANCA,57541.83,34316.93,ATIVA,2022-11-08,2022-11-08T19:58:59
392,1000,1973,93716800,PAGAMENTO,67660.76,34460.53,ATIVA,2024-01-06,2024-01-06T02:29:51
393,216,6217,77981604,CORRENTE,47129.02,30638.9,ATIVA,2020-08-06,2020-08-06T22:56:43
394,562,4307,31828279,POUPANCA,69380.17,30654.2,ATIVA,2025-09-20,2025-09-20T15:14:52
395,511,6946,28257192,POUPANCA,104358.68,18615.48,ATIVA,2026-03-13,2026-03-13T20:09:21
396,287,7385,24144324,PAGAMENTO,17498.72,28794.64,ATIVA,2024-12-25,2024-12-25T22:05:31
397,103,4423,31649235,PAGAMENTO,63413.36,19044.17,ATIVA,2023-01-23,2023-01-23T10:50:05
398,983,2451,63483244,CORRENTE,24432.61,24979.89,ENCERRADA,2021-06-15,2021-06-15T20:03:53
399,870,8471,71669930,PAGAMENTO,45648.41,24331.01,ATIVA,2023-02-05,2023-02-05T16:34:43
400,880,9304,06403435,POUPANCA,12593.66,8167.09,ATIVA,2019-08-23,2019-08-23T08:46:46
401,261,7808,84538676,CORRENTE,66102.86,16732.83,ATIVA,2021-08-02,2021-08-02T08:34:21
402,574,9134,34589899,POUPANCA,524.89,6061.87,ATIVA,2024-02-20,2024-02-20T03:37:56
403,987,9922,26703706,PAGAMENTO,85323.9,32456.55,ATIVA,2024-05-16,2024-05-16T17:42:53
404,800,4664,47661929,POUPANCA,100161.91,24374.69,ATIVA,2025-04-27,2025-04-27T20:02:30
405,911,1285,51146484,PAGAMENTO,41194.85,31585.61,ATIVA,2025-03-30,2025-03-30T08:05:53
406,172,5528,56615251,PAGAMENTO,90877.3,20238.64,INATIVA,2025-05-08,2025-05-08T15:51:29
407,82,2655,46120633,CORRENTE,45306.01,32650.65,ATIVA,2020-04-18,2020-04-18T08:03:37
408,620,6480,36406304,POUPANCA,116598.54,46938.49,ATIVA,2025-01-30,2025-01-30T03:30:32
409,534,7378,55564672,CORRENTE,25542.65,1155.05,ATIVA,2025-07-13,2025-07-13T12:05:17
410,678,4123,99841259,PAGAMENTO,111835.31,10528.57,ATIVA,2023-08-22,2023-08-22T03:04:31
411,98,1046,63509923,PAGAMENTO,5708.38,38546.69,ATIVA,2021-08-27,2021-08-27T03:09:21
412,86,1703,35225747,PAGAMENTO,21179.34,32741.63,INATIVA,2025-11-05,2025-11-05T00:59:11
413,317,3758,33204999,PAGAMENTO,40836.73,31324.03,ATIVA,2022-10-20,2022-10-20T01:44:57
414,859,2796,03834775,CORRENTE,98691.24,43018.44,ATIVA,2024-09-02,2024-09-02T03:28:44
415,488,7655,72555978,POUPANCA,81153.15,6755.75,BLOQUEADA,2019-09-03,2019-09-03T12:40:33
416,553,2901,79299985,PAGAMENTO,67122.87,37445.58,ATIVA,2023-07-12,2023-07-12T15:40:32
417,446,8577,85870692,PAGAMENTO,78902.08,45446.16,ATIVA,2025-12-08,2025-12-08T14:48:04
418,233,1468,59305487,POUPANCA,53281.96,12990.35,ATIVA,2023-11-27,2023-11-27T16:10:32
419,1,8575,18293938,POUPANCA,41231.24,26754.94,ATIVA,2024-08-09,2024-08-09T03:42:26
420,504,7817,40213044,CORRENTE,114295.05,39898.24,ATIVA,2025-07-29,2025-07-29T02:11:20
421,816,0119,73579796,POUPANCA,26257.07,44108.1,ATIVA,2022-03-03,2022-03-03T19:01:50
422,256,2676,95957352,PAGAMENTO,96013.6,41421.34,ATIVA,2025-01-28,2025-01-28T14:27:59
423,82,6918,83929435,CORRENTE,76283.03,39997.95,ATIVA,2023-09-13,2023-09-13T12:31:48
424,711,4455,38208681,PAGAMENTO,110796.35,40440.43,ATIVA,2023-03-18,2023-03-18T07:30:11
425,874,1122,24482278,CORRENTE,41663.28,31844.64,ATIVA,2023-09-01,2023-09-01T06:03:20
426,279,8061,25204673,POUPANCA,457.8,2481.6,ATIVA,2021-02-17,2021-02-17T12:53:05
427,191,1676,37864773,POUPANCA,16568.48,21920.83,ATIVA,2019-12-16,2019-12-16T17:47:40
428,93,2469,01976336,POUPANCA,30621.18,21012.15,ATIVA,2019-12-06,2019-12-06T01:56:37
429,511,6085,62234676,PAGAMENTO,118192.27,16512.43,ATIVA,2019-10-06,2019-10-06T03:56:26
430,975,2394,07521340,POUPANCA,115787.07,3569.23,ATIVA,2022-07-28,2022-07-28T20:20:03
431,197,4098,51214453,CORRENTE,16099.14,38407.28,ATIVA,2020-08-31,2020-08-31T07:46:01
432,790,7258,33173548,PAGAMENTO,149166.65,9958.99,ATIVA,2020-04-02,2020-04-02T07:12:49
433,97,8539,89390065,CORRENTE,69605.9,34072.12,ATIVA,2021-10-01,2021-10-01T16:38:35
434,331,2599,84444997,PAGAMENTO,3933.35,46871.05,ATIVA,2025-07-05,2025-07-05T05:25:02
435,260,7885,85700706,POUPANCA,27805.35,44375.98,ATIVA,2025-08-31,2025-08-31T18:31:06
436,224,1851,31670799,PAGAMENTO,63709.65,753.39,ATIVA,2020-05-31,2020-05-31T02:47:04
437,599,1961,53124491,CORRENTE,-1138.2,2099.67,ATIVA,2026-03-16,2026-03-16T08:25:01
438,487,9769,20802667,POUPANCA,115046.54,12436.11,ATIVA,2019-12-29,2019-12-29T17:33:42
439,703,5545,83903842,CORRENTE,6615.71,32228.74,ATIVA,2023-08-06,2023-08-06T14:37:33
440,811,1760,16888276,POUPANCA,32982.88,49083.79,ATIVA,2019-08-22,2019-08-22T17:40:19
441,775,5691,58883854,PAGAMENTO,26927.21,34462.5,ATIVA,2023-06-14,2023-06-14T08:47:10
442,138,4108,05300063,POUPANCA,105260.46,27951.24,ATIVA,2020-07-14,2020-07-14T21:46:33
443,502,3110,76061420,CORRENTE,80402.13,16184.04,ATIVA,2023-04-03,2023-04-03T18:01:24
444,889,9809,74426457,CORRENTE,8003.68,7751.27,ATIVA,2021-08-14,2021-08-14T10:16:16
445,270,8874,49273034,POUPANCA,-2390.23,31901.3,ATIVA,2021-11-08,2021-11-08T00:33:11
446,190,0307,83179371,POUPANCA,115842.53,11939.33,ATIVA,2024-05-02,2024-05-02T02:23:12
447,675,8831,52008141,CORRENTE,77420.64,24877.46,ATIVA,2022-09-02,2022-09-02T20:58:08
448,628,4639,43298645,POUPANCA,95237.85,5523.21,ATIVA,2026-04-28,2026-04-28T00:28:38
449,69,0718,17418008,CORRENTE,130707.65,10103.95,ATIVA,2019-10-19,2019-10-19T23:44:26
450,102,0522,76639958,PAGAMENTO,125035.68,32896.06,ATIVA,2026-04-28,2026-04-28T13:48:34
451,719,9672,34351489,CORRENTE,53368.99,30297.68,ATIVA,2025-02-16,2025-02-16T20:22:35
452,953,3420,88013190,POUPANCA,139081.57,41603.88,ATIVA,2025-04-10,2025-04-10T22:02:11
453,655,0995,48442675,PAGAMENTO,110880.31,44521.53,ATIVA,2024-02-06,2024-02-06T16:09:37
454,814,0956,82803390,POUPANCA,78175.68,36715.02,ATIVA,2024-09-22,2024-09-22T02:26:54
455,80,3538,69724134,CORRENTE,12936.83,11550.9,ATIVA,2022-04-17,2022-04-17T11:36:51
456,198,8622,88164474,CORRENTE,84429.22,47375.17,ATIVA,2020-06-14,2020-06-14T00:34:12
457,572,6803,14161874,PAGAMENTO,85425.96,33724.63,ATIVA,2021-02-05,2021-02-05T11:16:51
458,438,1706,22388768,CORRENTE,81369.73,25234.64,ATIVA,2021-05-29,2021-05-29T12:35:00
459,547,9830,59460087,POUPANCA,135128.96,27504.07,ENCERRADA,2023-06-20,2023-06-20T15:50:25
460,866,6091,55343780,PAGAMENTO,63164.68,36293.38,ATIVA,2019-08-15,2019-08-15T05:34:47
461,577,8940,28712949,POUPANCA,114270.5,46307.35,ATIVA,2024-01-25,2024-01-25T02:25:24
462,985,7413,60062405,POUPANCA,-2470.17,1733.15,ATIVA,2022-09-21,2022-09-21T22:05:46
463,17,8481,18130897,POUPANCA,-1498.25,49219.72,ATIVA,2020-04-02,2020-04-02T17:14:24
464,323,0356,92572542,POUPANCA,137664.59,25563.57,ATIVA,2026-01-26,2026-01-26T06:37:05
465,586,2535,12655005,CORRENTE,67706.4,7805.36,ATIVA,2020-07-02,2020-07-02T10:42:52
466,911,9539,33535227,CORRENTE,36577.19,15015.12,ATIVA,2026-03-18,2026-03-18T00:29:12
467,583,3563,98551509,CORRENTE,107846.03,39645.21,ATIVA,2024-07-14,2024-07-14T03:35:03
468,846,9441,12799547,PAGAMENTO,95443.83,1868.58,ATIVA,2025-12-22,2025-12-22T06:02:42
469,391,1286,07505819,POUPANCA,50559.36,40857.09,ATIVA,2020-04-01,2020-04-01T09:38:58
470,889,1975,30429531,PAGAMENTO,97048.83,30115.08,ATIVA,2024-11-09,2024-11-09T10:39:33
471,797,6267,07264931,POUPANCA,77468.46,15965.83,ATIVA,2021-10-26,2021-10-26T02:08:52
472,335,8232,93652924,CORRENTE,20862.62,33681.76,ENCERRADA,2026-05-11,2026-05-11T06:54:27
473,995,7301,79877291,PAGAMENTO,74471.23,11104.28,ATIVA,2025-01-11,2025-01-11T17:17:10
474,404,2426,17742114,POUPANCA,10088.13,28572.03,ATIVA,2022-02-24,2022-02-24T13:42:53
475,409,4302,11419109,POUPANCA,74028.03,38691.26,ATIVA,2022-08-23,2022-08-23T09:10:44
476,139,7880,75067463,CORRENTE,71898.82,32612.42,ATIVA,2021-10-09,2021-10-09T15:43:12
477,631,8590,33050558,CORRENTE,8425.71,38838.59,ATIVA,2022-08-28,2022-08-28T05:36:59
478,947,9438,12025191,CORRENTE,99941.5,21177.03,ATIVA,2023-02-21,2023-02-21T03:54:00
479,329,5645,79708842,PAGAMENTO,1191.54,15240.94,ENCERRADA,2024-09-18,2024-09-18T12:49:50
480,632,7246,83642094,CORRENTE,64670.67,46210.66,ATIVA,2023-08-02,2023-08-02T15:18:51
481,702,6125,20936787,PAGAMENTO,127546.53,5618.59,ATIVA,2020-10-08,2020-10-08T17:52:59
482,972,2420,38612440,CORRENTE,49848.88,40214.04,ATIVA,2024-10-23,2024-10-23T17:27:35
483,483,0373,44543740,CORRENTE,110351.98,10593.77,ATIVA,2022-12-05,2022-12-05T20:07:41
484,769,4238,73658697,POUPANCA,92513.9,49615.11,ATIVA,2022-06-29,2022-06-29T10:07:19
485,685,0302,50547292,PAGAMENTO,135671.14,26339.95,ATIVA,2022-06-11,2022-06-11T18:10:19
486,62,4654,26936969,PAGAMENTO,91739.63,2654.26,ATIVA,2022-11-17,2022-11-17T09:01:00
487,9,1092,52163069,PAGAMENTO,38874.83,42604.15,ATIVA,2026-07-25,2026-07-25T08:02:20
488,886,1768,02560650,POUPANCA,129780.09,32470.56,ATIVA,2020-07-17,2020-07-17T05:14:11
489,390,8332,95252819,CORRENTE,135340.49,24233.11,ATIVA,2024-09-01,2024-09-01T13:05:58
490,91,3055,26692578,PAGAMENTO,144935.68,28034.38,ATIVA,2021-02-23,2021-02-23T08:51:15
491,41,4054,71056928,POUPANCA,48369.37,19669.99,ATIVA,2023-06-04,2023-06-04T07:45:16
492,356,5766,47698046,PAGAMENTO,43604.75,49799.72,ENCERRADA,2023-03-16,2023-03-16T08:55:53
493,283,1016,83992430,POUPANCA,131498.28,44520.1,ATIVA,2023-10-22,2023-10-22T02:57:26
494,31,9093,37606982,CORRENTE,20635.5,44858.77,ATIVA,2020-03-25,2020-03-25T09:25:57
495,90,6263,69889566,PAGAMENTO,90898.38,31276.23,ATIVA,2021-07-29,2021-07-29T12:44:03
496,247,9387,20501645,POUPANCA,145506.92,45486.77,ATIVA,2023-04-20,2023-04-20T19:19:39
497,556,2159,27750492,PAGAMENTO,18632.92,27067.69,ATIVA,2023-05-12,2023-05-12T10:02:10
498,884,2263,41473063,PAGAMENTO,105033.3,26190.27,ATIVA,2025-10-23,2025-10-23T20:51:12
499,931,2379,88077935,PAGAMENTO,137359.6,15874.81,ATIVA,2025-05-21,2025-05-21T12:07:10
500,972,1940,24714211,POUPANCA,125527.18,7276.14,ATIVA,2026-06-18,2026-06-18T14:33:54
501,327,6784,55197278,POUPANCA,65058.18,46688.43,INATIVA,2020-07-21,2020-07-21T17:00:29
502,956,4486,20395331,CORRENTE,13782.64,9237.32,ATIVA,2025-06-02,2025-06-02T03:14:12
503,627,4373,81282862,PAGAMENTO,90885.21,29818.03,ATIVA,2025-12-27,2025-12-27T18:18:54
504,27,5887,10667012,PAGAMENTO,116423.5,6704.33,ATIVA,2025-04-24,2025-04-24T16:56:30
505,481,6127,24692905,POUPANCA,72445.45,6875.64,ATIVA,2023-10-29,2023-10-29T22:04:50
506,34,6695,02015180,POUPANCA,142405.2,11127.71,ATIVA,2023-10-28,2023-10-28T05:04:41
507,208,3352,08876668,CORRENTE,138883.24,49281.38,ATIVA,2023-02-05,2023-02-05T11:56:17
